Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,633.0,-214.0,,68.0,,,,
Free Cash Flow Growth % YOY,,,,633.0,-214.0,,68.0,,,,
Cap Ex as a % of Sales,,,,,,,,,,,
Free Cash Flow/Sales %,33.21,30.08,22.12,22.15,20.61,22.27,20.88,23.45,20.35,16.82,15.02
Free Cash Flow/Net Income,1.82,3.43,1.31,1.14,2.25,1.48,1.07,1.58,1.36,1.28,1.24
