Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,33.01,1.99,-1.95,-52.36,418.63,,
3-Year Average,,,,,88.06,,9.98,-21.9,34.31,,
5-Year Average,,,,,,,46.07,,26.87,,
10-Year Average,,,,,,,,,,,
