Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,22.95,-48.46,-68.41,265.52,34.58,-13.28,-7.52,-64.25,,,
3-Year Average,17.16,-17.66,-41.5,-15.88,15.83,62.18,2.57,-34.06,,,
5-Year Average,62.02,8.82,-23.51,-8.41,-0.31,-7.03,4.5,7.12,,,
10-Year Average,36.9,7.32,19.45,8.56,12.19,22.73,6.64,-9.48,,,
