Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,53.85,57.65,71.46,61.1,58.54,62.0,60.17,57.64,59.08,58.33,55.69
Gross Margin,46.15,42.35,28.54,38.9,41.46,38.0,39.83,42.36,40.92,41.67,44.31
SG&A,9.78,11.87,14.65,9.86,8.57,12.34,11.87,10.2,9.29,7.57,6.46
R&D,11.73,13.58,18.63,11.97,10.63,14.19,17.58,15.74,15.02,14.23,12.28
Other,0.27,0.76,3.11,2.58,-0.54,6.76,4.63,-0.33,-0.92,,
Operating Margin,24.36,16.67,-7.85,14.49,22.8,4.71,5.75,16.75,17.53,19.88,25.58
Net Int Inc & Other,0.7,0.66,-1.84,0.03,-0.19,-1.09,-1.09,-0.79,-0.98,-1.28,-1.08
EBT Margin,25.06,17.33,-9.69,14.53,22.61,3.62,4.66,15.96,16.54,18.6,24.5
