Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,,54.55,114.71,489.04,67.44,20.83,36.84
3-Year Average,,,,,,,,169.37,176.66,128.42,
5-Year Average,,,,,,,,,,108.65,
10-Year Average,,,,,,,,,,,
