Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,84.59,86.39,86.56,84.98,84.15,84.41,83.66,83.75,83.88,82.32,82.32
Gross Margin,15.41,13.61,13.44,15.02,15.85,15.59,16.34,16.25,16.12,17.68,17.68
SG&A,9.7,8.2,9.4,10.02,10.38,9.93,12.18,12.57,13.04,13.77,13.77
R&D,,,,,,,,,,,
Other,,,,,,,,,,,
Operating Margin,5.71,5.41,4.03,5.0,5.47,5.66,4.16,3.68,3.09,3.91,3.91
Net Int Inc & Other,0.13,0.03,-0.08,-0.02,-0.03,-0.06,0.11,-0.13,-0.47,0.01,0.01
EBT Margin,5.84,5.44,3.95,4.98,5.45,5.6,4.27,3.55,2.62,3.92,3.92
