Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,55.58,54.48,52.0,51.44,50.99,49.9,49.33,48.6,47.75,47.53,47.38
Gross Margin,44.42,45.52,48.0,48.56,49.01,50.1,50.67,51.4,52.25,52.47,52.62
SG&A,32.32,36.13,36.91,35.35,34.09,34.29,34.07,33.79,33.25,32.7,33.15
R&D,,,,,,,,,,,
Other,,,,,-0.05,,,,,,
Operating Margin,12.1,9.38,11.09,13.21,14.97,15.81,16.6,17.6,19.0,19.77,19.47
Net Int Inc & Other,0.09,-0.93,-0.84,-0.43,-0.88,-0.58,-0.67,-0.67,-0.67,-0.72,-0.88
EBT Margin,12.19,8.46,10.25,12.77,14.09,15.23,15.93,16.94,18.33,19.05,18.59
