Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-3.1,-86.08,200.11,215.97,-17.53,-32.71,-67.89,277.51,50.49,-27.55,-14.23
3-Year Average,-5.38,-50.3,-26.03,9.69,98.5,20.59,-43.72,-6.56,22.19,60.26,
5-Year Average,7.11,-29.77,-18.76,3.09,1.07,-6.04,11.06,16.28,0.25,-2.32,
10-Year Average,23.6,-7.3,-0.8,8.33,5.03,0.32,-11.68,-2.81,1.66,-0.64,
