Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-53.1,23.87,141.97,31.74,11.09,-99.4,,33.33,2.19,2.38,
3-Year Average,-13.91,-11.52,12.02,58.05,52.42,-79.37,18.41,25.84,597.6,11.73,
5-Year Average,3.29,-0.05,13.85,17.16,15.52,-51.69,39.55,23.87,17.73,15.83,
10-Year Average,16.52,14.41,25.89,21.26,20.46,-29.36,18.1,18.75,17.45,15.67,
