Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,38.01,-30.26,54.01,35.02,-13.7,91.2,8.45,-2.24,-11.35,14.02,
Free Cash Flow Growth % YOY,38.48,-28.71,82.11,36.93,-28.71,107.16,9.31,-0.8,-13.75,19.47,
Cap Ex as a % of Sales,3.01,1.82,0.68,0.54,1.6,1.64,1.58,1.37,1.38,1.14,0.97
Free Cash Flow/Sales %,10.89,7.32,12.1,13.13,6.14,10.04,10.25,10.01,8.2,9.84,6.62
Free Cash Flow/Net Income,1.32,1.2,1.22,1.1,0.61,1.03,1.02,1.19,1.02,1.14,0.82
