Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-2.95,-9.64,-16.59,33.94,-1.65,-6.63,-4.83,6.88,-0.35,2.85,12.0
3-Year Average,3.22,-2.27,-9.9,0.31,3.19,7.14,-4.39,-1.7,0.45,3.09,
5-Year Average,10.54,4.92,-3.68,0.84,-0.74,-1.5,-0.48,4.58,-1.42,-0.54,
10-Year Average,3.56,3.98,0.97,1.64,5.29,4.34,2.18,0.36,-0.3,-0.64,
