Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,10.89,-22.29,2.38,13.06,12.24,19.71,8.87,12.17,4.5,3.44,15.9
3-Year Average,16.24,0.46,-4.09,-3.47,9.12,14.96,13.52,13.5,8.47,6.63,
5-Year Average,17.16,7.09,4.56,3.25,2.28,3.86,11.11,13.16,11.39,9.58,
10-Year Average,,-0.97,-0.92,12.93,11.09,10.31,9.08,8.77,7.24,5.87,
