Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,,,,,,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,,,82.67,81.59,80.64,84.14,76.71,76.51
Gross Margin,,,,,,17.33,18.41,19.36,15.86,23.29,23.49
SG&A,,,,,,4.3,4.58,4.77,4.4,4.21,4.0
R&D,,,,,,,,,,,
Other,,,,,,3.39,3.53,3.37,7.06,6.63,6.43
Operating Margin,,,,,,9.64,10.3,11.23,4.4,12.46,13.06
Net Int Inc & Other,,,,,,-0.41,-0.54,-0.69,-0.89,-2.54,-2.73
EBT Margin,,,,,,9.22,9.76,10.54,3.51,9.91,10.33
