Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,0.12,-8.86,18.71,19.55,22.99,8.4,0.29,-8.41,-43.77,,154.34
3-Year Average,29.67,4.85,2.7,8.95,20.4,16.81,10.17,-0.14,-19.76,,
5-Year Average,17.77,16.81,18.72,10.34,9.76,11.51,13.67,7.92,-7.19,,
10-Year Average,12.58,11.51,10.65,21.84,13.49,14.6,15.23,13.2,1.2,,
