Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,12.2,-20.85,21.76,55.17,-15.56,46.17,10.64,-3.85,-10.0,9.74,17.65
3-Year Average,9.52,-3.55,2.64,14.36,16.85,24.19,10.95,15.85,-1.44,-1.71,
5-Year Average,16.39,11.5,4.83,11.13,7.22,13.04,20.87,15.3,3.4,8.96,
10-Year Average,12.27,11.53,11.91,14.66,12.56,14.7,16.09,9.94,7.2,8.09,
