Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-14.86,,,-7.3,-53.77,-36.98,87.8,-11.45,,,80.18
3-Year Average,13.69,,-17.36,-14.98,,-35.36,-18.21,1.57,,,
5-Year Average,,,-0.52,-4.19,-24.72,-29.11,,-14.8,,,
10-Year Average,,,,1.78,4.14,,8.79,-7.94,,,
