Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-98.84,,,330.91,7.36,15.17,2.26,6.0,7.22,0.47,34.8
3-Year Average,,,-11.86,533.97,,74.66,8.13,7.67,5.14,4.52,
5-Year Average,,,,,25.94,215.99,,42.01,7.52,6.1,
10-Year Average,,,,,,,,,,15.6,
