Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,19.15,11.31,-2.14,-0.55,-6.59,28.24,-0.92,3.7,-21.43,10.23,
3-Year Average,2.83,88.32,9.08,2.7,-3.13,6.01,5.88,9.63,-6.89,-3.52,
5-Year Average,12.68,11.61,3.44,45.41,3.81,5.35,2.93,4.13,-0.67,2.68,
10-Year Average,13.91,24.05,12.44,10.96,8.24,8.95,7.18,3.78,20.18,3.24,
