Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,36.39,69.4,66.85,82.71,59.5,-9.97,13.58,42.95,-9.87,10.83,22.49
3-Year Average,50.9,58.74,56.8,72.85,69.41,37.92,17.71,13.49,13.53,12.61,
5-Year Average,124.02,91.24,57.56,64.9,62.22,49.29,37.82,33.62,16.01,7.87,
10-Year Average,26.15,25.97,30.11,,85.81,82.88,62.35,45.1,38.31,32.28,
