Key Efficiency Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Days Sales Outstanding,313.42,941.19,531.26,278.21,,,,38.42,184.63,591.3,19.36
Days Inventory,,,,,,,,84.53,272.47,1444.41,496.7
Payables Period,,,,,,,,51.72,239.17,1360.53,469.55
Cash Conversion Cycle,,,,,,,,71.23,217.93,675.18,46.52
Receivables Turnover,1.16,0.39,0.69,1.31,,,,9.5,1.98,0.62,18.85
Inventory Turnover,,,,,,,,4.32,1.34,0.25,0.73
Fixed Assets Turnover,,2.08,3.13,0.6,,,,0.25,0.06,,0.02
Asset Turnover,0.01,0.01,0.01,0.01,,,,0.23,0.05,,0.01
