Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,48.6,47.88,48.43,42.54,43.77,46.06,54.46,58.28,55.73,55.85,55.35
Gross Margin,51.4,52.12,51.57,57.46,56.23,53.94,45.54,41.72,44.27,44.15,44.65
SG&A,26.5,48.01,44.83,,45.0,44.0,40.96,40.67,38.61,38.26,38.97
R&D,,,,,,,,,,,
Other,12.45,,,48.09,-3.05,-3.88,,,,,
Operating Margin,12.45,4.11,6.73,9.38,14.27,13.83,18.34,11.6,17.37,18.26,20.21
Net Int Inc & Other,1.97,10.71,9.44,11.24,8.8,8.2,,,,,
EBT Margin,14.42,14.82,16.18,20.61,23.07,22.03,18.34,11.6,17.37,18.26,20.21
