Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,8.64,18.47,156.72,-19.77,-14.9,-14.33,214.69,-8.62,-39.17,157.35,
Free Cash Flow Growth % YOY,,,245.4,,,36.63,436.33,-60.97,,,
Cap Ex as a % of Sales,43.3,10.16,7.26,29.02,20.63,13.71,16.25,24.83,46.92,23.29,23.29
Free Cash Flow/Sales %,-25.87,14.95,29.24,-0.75,5.04,6.25,18.59,7.33,-21.36,16.82,16.82
Free Cash Flow/Net Income,0.93,-0.38,1.34,-0.4,-0.4,0.48,1.0,0.41,9.6,0.67,0.67
