Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,11.01,11.96,0.07,8.88,13.48,4.21,4.2,7.25,2.8,13.86,6.11
3-Year Average,12.08,11.31,7.54,6.85,7.33,8.79,7.21,5.21,4.74,7.88,
5-Year Average,14.78,13.13,9.54,8.49,8.97,7.61,6.07,7.55,6.32,6.39,
10-Year Average,19.86,19.8,12.32,12.33,12.31,11.14,9.54,8.54,7.4,7.68,
