Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,7.71,2.41,12.37,14.99,9.59,9.26,5.24,8.46,6.96,3.21,
3-Year Average,3.96,4.9,7.42,9.78,12.29,11.25,8.01,7.64,6.88,6.19,
5-Year Average,4.39,3.02,5.27,8.32,9.33,9.64,10.24,9.46,7.89,6.6,
10-Year Average,10.91,10.38,10.68,17.07,8.07,6.98,6.57,7.35,8.1,7.96,
