Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,-8.15,-12.82,24.2,-14.07,-11.61,10.34,24.65,-18.38,47.13,-11.1,
Free Cash Flow Growth % YOY,-11.98,-14.12,35.45,-16.66,-15.33,8.43,30.37,-20.88,55.88,-10.35,
Cap Ex as a % of Sales,1.76,1.59,1.11,1.23,1.34,1.59,1.45,1.39,1.34,1.07,1.13
Free Cash Flow/Sales %,10.84,8.85,13.66,10.64,8.14,8.61,10.95,8.25,13.01,11.45,8.25
Free Cash Flow/Net Income,1.41,1.18,2.02,1.61,1.19,1.23,1.61,1.14,1.8,1.54,1.07
