Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,68.19,,,62.54,26.99,41.68,-14.14,-37.77,,,
Free Cash Flow Growth % YOY,,,,599.58,26.21,54.37,-15.05,-45.75,,,
Cap Ex as a % of Sales,33.73,16.49,8.18,1.47,2.01,0.28,0.57,2.86,15.71,31.12,31.12
Free Cash Flow/Sales %,-9.78,-20.18,2.21,15.97,20.32,32.33,29.48,16.88,-23.88,-29.28,-29.28
Free Cash Flow/Net Income,0.58,0.38,0.43,1.92,0.7,1.03,1.3,0.65,-137.56,0.67,0.67
