Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-42.89,19.46,-60.26,122.13,18.08,-21.25,49.21,-37.5,34.04,58.41,36.7
3-Year Average,16.27,-9.06,-35.28,1.78,1.39,27.35,11.53,-9.78,7.72,9.89,
5-Year Average,15.32,16.51,-5.69,-7.87,-6.59,-0.39,4.14,14.01,3.05,9.29,
10-Year Average,,,,,,7.18,10.15,3.69,-2.56,1.04,
