Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,33.53,-16.42,-2.87,6.52,12.83,7.06,-3.5,13.35,7.02,37.92,31.54
3-Year Average,26.8,12.97,2.72,-4.73,5.29,8.77,5.24,5.4,5.39,18.71,
5-Year Average,16.5,13.44,10.6,8.32,5.43,0.87,3.82,7.07,7.17,11.57,
10-Year Average,,36.6,24.41,17.03,11.31,8.41,8.52,8.82,7.75,8.46,
