Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,11.59,17.25,-11.67,22.4,11.45,9.89,12.26,5.63,0.04,-2.46,12.77
3-Year Average,19.0,14.67,4.94,8.23,6.41,14.45,11.2,9.23,5.86,1.02,
5-Year Average,17.3,18.88,11.78,10.27,9.53,9.2,8.25,12.19,7.76,4.92,
10-Year Average,15.11,15.46,12.86,12.4,12.83,13.18,13.44,11.99,9.01,7.2,
