Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,25.18,-7.65,-30.46,-11.99,132.76,22.7,-6.51,12.24,2.6,4.87,22.11
3-Year Average,,2.98,-7.02,-17.32,12.52,35.97,38.73,8.79,2.49,6.49,
5-Year Average,22.82,19.01,,-7.74,10.49,10.05,10.32,21.41,25.19,6.74,
10-Year Average,4.54,1.81,-1.65,-2.61,8.32,16.26,14.59,,7.47,8.6,
