Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,8.09,9.98,60.19,32.58,21.6,12.76,12.9,15.12,19.18,12.23,3.16
3-Year Average,17.01,9.95,23.95,32.68,37.2,22.05,15.68,13.59,15.71,15.48,
5-Year Average,17.15,15.22,23.07,23.06,25.15,26.22,26.88,18.77,16.26,14.41,
10-Year Average,23.46,19.42,21.47,22.99,22.51,21.6,20.91,20.9,19.61,19.66,
