Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,84.24,15.23,-2.02,10.83,-8.72,24.3,12.77,7.39,10.49,,
3-Year Average,40.21,27.67,27.65,7.76,-0.3,7.93,8.56,14.6,10.19,,
5-Year Average,18.42,21.74,25.49,17.71,16.04,7.26,6.8,8.77,8.71,,
10-Year Average,10.52,22.66,9.99,,16.7,12.7,14.03,16.83,13.12,,
