Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,11.76,22.63,51.93,30.79,23.54,23.43,9.92,13.92,13.57,12.75,16.13
3-Year Average,18.91,19.66,27.7,34.57,34.9,25.87,18.78,15.62,12.45,13.41,
5-Year Average,8.56,9.65,25.66,27.76,27.46,30.02,27.2,20.09,16.74,14.63,
10-Year Average,12.45,12.78,15.75,17.67,19.6,18.81,18.1,22.84,22.13,20.88,
