Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,,,43.51,-17.79,-61.16,,,-34.26,
3-Year Average,,,,,18.31,,-22.91,,28.77,53.45,
5-Year Average,,-8.23,,,-24.18,,-11.97,,20.29,2.9,
10-Year Average,,,,-14.36,5.39,4.89,-10.12,,,-11.67,
