Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,37.21,-22.03,-16.3,161.04,18.91,-10.88,-11.27,22.22,0.87,-9.01,36.23
3-Year Average,0.57,-13.06,-3.62,19.43,37.47,40.38,-2.03,-1.13,3.04,3.9,
5-Year Average,20.73,1.6,-7.87,7.5,22.68,12.54,15.49,24.57,3.0,-2.37,
10-Year Average,2.01,0.62,-3.1,2.9,28.81,16.56,8.32,7.13,5.23,9.44,
