Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-48.23,5.82,28.66,15.6,1.74,33.25,49.45,4.27,7.19,7.26,
3-Year Average,26.37,,-11.01,16.32,14.81,16.16,26.54,27.58,18.65,6.23,
5-Year Average,9.35,16.42,22.4,,-3.68,16.37,24.69,19.55,17.76,19.01,
10-Year Average,,,19.4,,4.64,12.8,20.48,20.97,,7.06,
