Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,14.31,13.1,11.34,6.23,10.76,18.0,16.24,50.27,58.26,43.99,156.69
3-Year Average,16.68,15.31,12.91,10.18,9.42,11.56,14.96,27.27,40.35,50.73,
5-Year Average,16.12,14.79,14.87,12.64,11.11,11.82,12.44,19.39,29.29,36.26,
10-Year Average,24.92,22.29,20.76,17.36,14.55,13.95,13.61,17.11,20.68,23.05,
