Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,222.92,29.35,28.68,-38.76,140.19,13.57,19.72,-3.88,12.9,13.92
3-Year Average,,,,75.17,0.64,23.7,18.65,48.36,9.33,9.12,
5-Year Average,,,,,,51.21,22.7,20.81,13.97,28.8,
10-Year Average,,,,,,,,,,,
