Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,113.99,41.34,67.85,52.03,21.12,28.7,5.49,60.84,
Free Cash Flow Growth % YOY,,,949.69,191.31,67.57,56.7,20.39,7.56,-22.76,93.64,
Cap Ex as a % of Sales,95.54,18.66,16.29,2.37,2.81,1.93,1.89,6.12,11.0,10.8,10.83
Free Cash Flow/Sales %,-289.33,1.87,13.14,27.37,31.67,34.28,30.17,22.53,14.93,24.42,24.91
Free Cash Flow/Net Income,2.26,0.15,0.17,1.53,1.42,1.53,1.85,0.77,2.7,1.89,1.71
