Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,14.68,-87.84,479.41,54.72,7.6,8.11,-10.38,14.96,3.05,12.49,6.9
3-Year Average,54.41,-39.0,-6.86,2.92,112.87,21.64,1.4,3.66,2.02,10.05,
5-Year Average,55.37,-22.67,21.0,15.27,6.11,4.86,56.36,13.14,4.31,5.24,
10-Year Average,14.46,-7.32,6.73,11.03,26.42,27.64,9.96,17.01,9.65,5.68,
