Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,322.73,38.71,13.95,9.52,19.88,7.25,-2.42,-5.94,-4.74,2.21,-12.0
3-Year Average,259.6,68.43,88.35,20.07,14.37,12.09,7.86,-0.52,-4.38,-2.89,
5-Year Average,,100.31,136.19,42.92,54.39,17.35,9.38,5.27,2.37,-0.84,
10-Year Average,-7.64,1.51,1.63,,,,48.02,57.68,20.96,23.73,
