Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,29.05,29.04,29.8,30.51,31.31,32.22,31.33,30.6,30.73,30.16,31.8
Gross Margin,70.95,70.96,70.2,69.49,68.69,67.78,68.67,69.4,69.27,69.84,68.2
SG&A,33.47,33.71,31.99,31.54,32.25,31.04,30.61,29.54,30.26,27.74,27.84
R&D,12.57,11.89,11.29,11.11,11.61,13.13,11.47,11.43,12.91,12.65,12.82
Other,2.54,0.28,,,,,0.81,,,,
Operating Margin,22.36,25.08,26.92,26.84,24.84,23.61,25.77,28.44,26.1,29.44,27.54
Net Int Inc & Other,-0.62,1.48,-1.47,0.68,-5.83,-3.11,-4.08,-0.77,1.29,-1.89,-1.41
EBT Margin,21.74,26.56,25.45,27.52,19.01,20.49,21.69,27.66,27.39,27.55,26.14
