Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,13.3,27.27,20.83,17.73,12.55,14.5,15.58,6.46,-21.37,-30.2,-43.06
3-Year Average,16.03,31.43,20.33,21.88,16.99,14.91,14.2,12.11,-1.09,-16.4,
5-Year Average,21.19,18.63,19.16,26.43,18.22,18.47,16.21,13.3,4.51,-5.01,
10-Year Average,44.83,29.41,24.33,29.51,31.42,19.82,17.41,16.19,14.95,5.97,
