Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,22.71,13.75,1.94,16.14,17.7,17.21,12.85,7.69,4.22,4.36,-17.87
3-Year Average,23.38,20.33,12.48,10.43,11.7,17.01,15.9,12.52,8.2,5.41,
5-Year Average,21.42,21.88,16.84,15.58,14.23,13.19,13.01,14.26,11.81,9.15,
10-Year Average,27.37,20.34,14.88,14.83,14.07,17.23,17.36,15.54,13.68,11.66,
