Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,22.11,12.96,7.47,22.37,13.16,16.16,10.01,-1.53,4.18,-26.7,
3-Year Average,11.56,18.85,14.02,14.1,14.17,17.17,13.08,7.96,4.11,-9.07,
5-Year Average,32.28,29.28,11.01,17.17,15.47,14.32,13.72,11.75,8.21,-0.8,
10-Year Average,,,,,27.67,22.97,21.25,11.38,12.6,7.03,
