Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,24.53,-41.29,-75.25,202.3,8.38,-2.03,11.79,16.96,10.3,16.85,
3-Year Average,17.43,-6.45,-43.44,-23.98,-6.75,47.51,5.88,8.61,12.98,14.66,
5-Year Average,,5.64,-25.13,-9.34,-9.93,-14.15,-2.35,33.23,8.9,10.55,
10-Year Average,2.89,-4.18,-17.57,-7.08,-1.24,,1.57,-0.13,-0.64,-0.21,
