Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,7.35,13.05,38.17,-18.56,25.09,9.39,20.87,-2.7,3.14,1.32,
Free Cash Flow Growth % YOY,-9.51,23.44,76.07,-19.35,15.41,3.13,26.14,-19.87,7.62,16.67,
Cap Ex as a % of Sales,3.08,2.85,2.29,1.68,2.44,2.79,2.88,3.89,3.75,2.8,2.55
Free Cash Flow/Sales %,4.23,4.89,9.48,6.63,6.8,6.33,7.57,5.74,6.18,7.09,7.53
Free Cash Flow/Net Income,0.65,0.7,1.37,0.93,0.83,0.82,0.9,0.71,0.8,1.19,1.56
