Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,90.39,-79.62,,,151.77,16.62,-86.43,,,,
3-Year Average,,,,-27.99,66.46,,-26.41,,,,
5-Year Average,,,,,12.35,1.86,-6.1,,,,
10-Year Average,,,,,,,,,,,
