Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,55.07,55.83,47.9,43.18,38.81,31.89,32.82,34.93,29.6,25.57,25.83
Gross Margin,44.93,44.17,52.1,56.82,61.19,68.11,67.18,65.07,70.4,74.43,74.17
SG&A,,,,,,,,,,,
R&D,,,,,,,,,,,
Other,30.85,30.03,37.53,40.91,43.81,48.92,49.02,47.97,51.07,53.1,52.45
Operating Margin,14.08,14.14,14.57,15.91,17.38,19.19,18.16,17.1,19.33,21.33,21.71
Net Int Inc & Other,-3.67,-3.41,-4.45,-4.27,-4.48,-4.91,-5.71,-4.25,-5.01,-5.23,-5.21
EBT Margin,10.41,10.73,10.12,11.64,12.9,14.28,12.45,12.85,14.32,16.09,16.5
