Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,35.04,57.7,59.4,58.84,313.54,70.73,90.36,236.05,192.59,92.99,92.99
Gross Margin,64.96,42.3,40.6,41.16,-213.54,29.27,9.64,-136.05,-92.59,7.01,7.01
SG&A,,,,17.15,14.86,14.9,21.45,44.22,46.73,35.25,35.25
R&D,,,,,,,,,,,
Other,12.65,36.58,95.08,11.29,,,,0.09,-2.21,,
Operating Margin,46.49,12.81,-54.97,12.72,-228.41,14.37,-11.81,-180.36,-137.12,-28.23,-28.23
Net Int Inc & Other,,,,-4.99,-8.9,-4.29,-5.78,-6.94,-12.92,-14.79,-14.79
EBT Margin,46.49,12.81,-54.97,7.73,-237.3,10.08,-17.59,-187.3,-150.04,-43.02,-43.02
