Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,77.23,76.99,69.9,74.88,72.37,71.21,71.81,74.58,71.23,66.41,70.31
Gross Margin,22.77,23.01,30.1,25.12,27.63,28.79,28.19,25.42,28.77,33.59,29.69
SG&A,9.93,9.01,10.24,10.05,10.9,9.49,7.7,11.69,12.72,13.6,13.27
R&D,,,,,,,,,,,
Other,,,0.79,-0.17,2.69,0.02,3.28,0.02,-0.25,-0.21,-0.21
Operating Margin,12.83,14.0,19.07,15.24,14.04,19.28,22.09,15.98,18.09,21.65,17.81
Net Int Inc & Other,,-0.11,-0.04,2.17,0.9,,,,,,
EBT Margin,12.83,13.9,19.03,17.41,14.94,19.28,22.09,15.98,18.09,21.65,17.81
