Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,45.94,45.59,41.77,41.38,41.72,40.16,42.15,42.55,43.46,45.12,41.99
Gross Margin,54.06,54.41,58.23,58.62,58.28,59.84,57.85,57.45,56.54,54.88,58.01
SG&A,39.6,40.57,43.32,43.15,42.51,42.78,42.17,43.31,45.77,47.34,47.79
R&D,,,,,,,,,,,
Other,1.07,1.98,0.71,0.54,0.63,0.84,0.51,0.55,2.9,8.97,7.93
Operating Margin,13.39,11.87,14.2,14.93,15.15,16.23,15.17,13.59,7.86,-1.42,2.28
Net Int Inc & Other,-0.23,-0.16,-0.35,-0.35,-0.35,-0.55,-0.46,-0.63,-0.41,-0.15,-0.18
EBT Margin,13.16,11.71,13.84,14.58,14.8,15.68,14.71,12.96,7.45,-1.58,2.11
