Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-35.94,,,108.77,-76.69,-32.51,455.23,3.68,39.43,85.74,
3-Year Average,13.64,,-20.34,18.1,,-31.0,-4.4,57.21,100.22,38.99,
5-Year Average,,,2.98,16.6,-24.46,-23.66,,13.59,4.78,58.69,
10-Year Average,,,5.41,30.1,,,22.52,8.15,10.53,9.49,
