Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,10.18,-23.26,19.38,56.58,-16.21,45.93,10.19,-6.55,-14.16,4.97,
3-Year Average,7.95,-5.44,0.31,12.78,16.13,24.17,10.45,14.54,-4.03,-5.57,
5-Year Average,14.76,9.54,2.88,9.59,5.78,11.89,20.29,14.54,1.56,6.25,
10-Year Average,10.82,9.92,10.12,13.06,11.08,13.32,14.79,8.55,5.5,6.01,
