Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-14.65,13.58,21.41,20.65,-5.13,-9.12,0.82,15.54,-40.23,-6.37,
3-Year Average,-1.64,6.91,5.58,18.49,11.59,1.32,-4.56,1.92,-11.37,-13.53,
5-Year Average,12.5,6.8,5.59,12.35,6.14,7.48,4.95,3.91,-9.71,-9.94,
10-Year Average,17.04,34.41,14.05,21.24,,9.96,5.87,4.75,0.72,-2.23,
