Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-8.02,-11.81,-41.94,40.71,883.91,8.25,-20.63,-52.11,77.86,64.89,39.73
3-Year Average,24.67,2.94,-22.2,-10.35,100.31,146.55,103.71,-25.62,-12.23,11.99,
5-Year Average,4.32,20.48,-0.16,-2.28,45.5,50.31,47.18,41.62,48.41,3.83,
10-Year Average,16.34,14.73,5.16,6.26,23.75,25.22,33.16,18.91,20.43,22.91,
