Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,64.49,66.96,63.98,64.76,65.96,64.13,63.11,62.02,60.01,58.75,58.35
Gross Margin,35.51,33.04,36.02,35.24,34.04,35.87,36.89,37.98,39.99,41.25,41.65
SG&A,,,,,,,,,,,
R&D,,,,,,,,,,,
Other,20.87,22.15,23.17,22.39,23.63,23.16,23.3,23.17,23.82,23.81,23.47
Operating Margin,14.64,10.89,12.85,12.85,10.42,12.71,13.59,14.8,16.17,17.44,18.19
Net Int Inc & Other,-0.35,-1.22,-0.31,-0.63,0.7,0.61,0.9,-0.03,-0.14,0.15,0.73
EBT Margin,14.29,9.67,12.53,12.22,11.12,13.32,14.5,14.78,16.03,17.59,18.92
