Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,,,,,,,,
Gross Margin,,,,,,,,,,,
SG&A,14.23,13.87,14.01,14.88,13.89,14.12,14.01,15.9,15.84,14.8,14.06
R&D,,,,,,,,,,,
Other,77.18,81.03,74.61,77.71,79.59,79.61,80.58,78.18,78.31,79.83,80.89
Operating Margin,8.6,5.1,11.38,7.42,6.52,6.27,5.41,5.91,5.85,5.37,5.05
Net Int Inc & Other,,,,,,,,,,,
EBT Margin,8.6,5.1,11.38,7.42,6.52,6.27,5.41,5.91,5.85,5.37,5.05
