Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,-47.83,212.5,158.67,-48.45,54.0,-9.74,13.89
3-Year Average,,,,,,,61.57,60.91,27.1,-10.52,
5-Year Average,,,,,,,,,27.34,42.09,
10-Year Average,,,,,,,,,,,
