Key Cash Flow Ratios,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Operating Cash Flow Growth % YOY,,,,,,-4.89,76.56,,,,
Free Cash Flow Growth % YOY,,,,,,-3.37,68.17,,,,
Cap Ex as a % of Sales,,16.07,4.33,1.52,0.14,0.02,0.24,0.17,0.06,0.26,0.26
Free Cash Flow/Sales %,,-20.73,1.97,-8.72,5.52,2.18,4.07,-2.1,-4.52,-19.75,-19.75
Free Cash Flow/Net Income,,0.45,-0.07,0.51,1.57,0.45,-3.62,-1.81,0.44,0.65,0.65
