Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,,,,,,,,
Gross Margin,,,,,,,,,,,
SG&A,10.28,12.74,12.01,11.61,12.28,11.81,11.6,11.81,12.23,11.41,9.84
R&D,,,,,,,,,,,
Other,67.44,75.76,67.58,65.48,75.59,71.6,66.39,70.0,70.41,72.86,76.46
Operating Margin,22.28,11.5,20.41,22.91,12.13,16.59,22.0,18.19,17.36,15.73,13.71
Net Int Inc & Other,,,,,,,,,,,
EBT Margin,22.28,11.5,20.41,22.91,12.13,16.59,22.0,18.19,17.36,15.73,13.71
