Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,103.09,10.42,15.69,7.65,-14.33,40.29,16.51,19.24,2.82,,
3-Year Average,27.52,11.33,37.41,11.21,2.19,8.97,11.88,24.91,12.62,,
5-Year Average,17.56,23.9,21.51,11.44,19.07,10.57,11.77,12.44,11.41,,
10-Year Average,8.37,22.98,10.02,,,14.02,17.68,16.89,11.43,,
