Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,24.04,36.6,23.21,24.97,27.19,26.07,24.04,22.11,16.17,16.19,16.19
Gross Margin,75.96,63.4,76.79,75.03,72.81,73.93,75.96,77.89,83.83,83.81,83.81
SG&A,27.86,28.64,30.7,30.13,29.44,29.08,30.69,31.31,32.06,32.71,32.71
R&D,,,,,,,,,,,
Other,40.41,33.07,42.36,42.39,39.84,38.13,36.63,35.9,38.2,39.93,39.93
Operating Margin,7.69,1.69,3.73,2.51,3.52,6.71,8.64,10.68,13.57,11.18,11.18
Net Int Inc & Other,-1.18,-1.54,-0.69,-0.83,-1.43,-1.17,-0.99,-1.06,-0.9,-0.86,-0.86
EBT Margin,6.51,0.15,3.04,1.68,2.1,5.54,7.66,9.62,12.67,10.32,10.32
