Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,89.86,93.58,96.54,95.36,95.41,94.67,95.34,93.64,89.85,91.76,92.72
Gross Margin,10.14,6.42,3.46,4.64,4.59,5.33,4.66,6.36,10.15,8.24,7.28
SG&A,1.46,1.17,0.89,0.65,0.45,0.5,0.55,0.55,0.81,0.95,1.19
R&D,,,,,,,,,,,
Other,1.43,4.57,2.45,1.71,1.22,1.18,1.25,1.29,2.1,2.58,2.27
Operating Margin,7.26,0.67,0.13,2.28,2.92,3.64,2.87,4.51,7.24,4.72,3.81
Net Int Inc & Other,-0.2,-0.21,-0.62,-0.46,-0.28,-0.22,0.01,-0.27,-0.44,-0.52,-0.45
EBT Margin,7.06,0.47,-0.49,1.82,2.64,3.43,2.88,4.24,6.8,4.21,3.36
